"caseIndex","arm","updates","publicCall","budgetDiagnostics"
"59","disabled","10773","{""sha256"":""60f7944fed4c20356a1b10bab3919dd99cb89c8efc8537459d38756ed89f33c5"",""bySideAndMethod"":{""baseline.orderUnits"":430,""baseline.placeBuilding"":8,""baseline.queueForProduction"":61,""baseline.setUnitDebugText"":83,""baseline.toggleRepairWrench"":5,""baseline.unqueueFromProduction"":7,""candidate.orderUnits"":950,""candidate.pauseProduction"":2,""candidate.placeBuilding"":6,""candidate.queueForProduction"":71,""candidate.resumeProduction"":2,""candidate.setUnitDebugText"":310,""candidate.unqueueFromProduction"":3}}",""
"59","separated_lanes_v2","16510","{""sha256"":""e0216e817cfb6396c046a6785579e536f9754fdfaca64aa4176ddb1b2ea29b4e"",""bySideAndMethod"":{""baseline.orderUnits"":536,""baseline.placeBuilding"":8,""baseline.queueForProduction"":53,""baseline.setUnitDebugText"":77,""baseline.toggleRepairWrench"":6,""baseline.unqueueFromProduction"":10,""candidate.orderUnits"":1060,""candidate.pauseProduction"":2,""candidate.placeBuilding"":6,""candidate.queueForProduction"":99,""candidate.resumeProduction"":2,""candidate.setUnitDebugText"":152,""candidate.unqueueFromProduction"":3}}","{""kind"":""unified-intent-d1-telemetry-v1"",""complete"":true,""updates"":16510,""budgetMode"":""separated_lanes_v2"",""commandCeiling"":115,""commandCeilingEnforced"":true,""rollingUpdates"":900,""referenceCommandCeiling"":115,""referenceExceededUpdates"":0,""budgetDenialUpdates"":817,""budgetDeniedUnitIdOccurrences"":4752,""budgetDeniedDebugCalls"":77,""maxRollingCommandCalls"":115,""maxPendingUnitIds"":18,""maxForwardedChunkSize"":22,""counters"":{""gameplayNonorderCalls"":112,""productionBatches"":104,""proposedCalls"":1109,""proposedUnitIds"":3795,""forwardedOrderCalls"":1060,""forwardedUnitIds"":3708,""sameUnitConflicts"":75,""duplicateSuppressions"":12,""invalidUnitIds"":0,""invalidTargets"":0,""invalidTiles"":0,""supersededPending"":75,""expiredPending"":0,""revokedPending"":0,""deferredUnitIds"":4752,""pendingUnitIds"":4752,""debugProposals"":229,""debugCoalesced"":0,""debugForwarded"":152,""debugDropped"":77},""telemetrySha256"":""74045c6ec203c03247109767c395e75fb9d810f36c20ba1bdfde8ea920e882dc""}"
"59","separated_lanes_unbounded_d1","10773","{""sha256"":""707505e7af6055474befeadf7378ca7b7b2fbbb2c34e9c697473084c28708afb"",""bySideAndMethod"":{""baseline.orderUnits"":430,""baseline.placeBuilding"":8,""baseline.queueForProduction"":61,""baseline.setUnitDebugText"":83,""baseline.toggleRepairWrench"":5,""baseline.unqueueFromProduction"":7,""candidate.orderUnits"":946,""candidate.pauseProduction"":2,""candidate.placeBuilding"":6,""candidate.queueForProduction"":71,""candidate.resumeProduction"":2,""candidate.setUnitDebugText"":310,""candidate.unqueueFromProduction"":3}}","{""kind"":""unified-intent-d1-telemetry-v1"",""complete"":true,""updates"":10773,""budgetMode"":""separated_lanes_unbounded_d1"",""commandCeiling"":null,""commandCeilingEnforced"":false,""rollingUpdates"":900,""referenceCommandCeiling"":115,""referenceExceededUpdates"":4114,""budgetDenialUpdates"":0,""budgetDeniedUnitIdOccurrences"":0,""budgetDeniedDebugCalls"":0,""maxRollingCommandCalls"":184,""maxPendingUnitIds"":0,""maxForwardedChunkSize"":28,""counters"":{""gameplayNonorderCalls"":84,""productionBatches"":76,""proposedCalls"":950,""proposedUnitIds"":3693,""forwardedOrderCalls"":946,""forwardedUnitIds"":3690,""sameUnitConflicts"":0,""duplicateSuppressions"":3,""invalidUnitIds"":0,""invalidTargets"":0,""invalidTiles"":0,""supersededPending"":0,""expiredPending"":0,""revokedPending"":0,""deferredUnitIds"":0,""pendingUnitIds"":0,""debugProposals"":310,""debugCoalesced"":0,""debugForwarded"":310,""debugDropped"":0},""telemetrySha256"":""174e75cdac7ada9fc26a2757f133ca415e0a21bc1130211f8e8206aa838938e0""}"
"60","disabled","14422","{""sha256"":""3d84e890b626ae07abdbad473e66c8a42362de9ca29450729fe85cc10b9f4d69"",""bySideAndMethod"":{""baseline.orderUnits"":734,""baseline.placeBuilding"":4,""baseline.queueForProduction"":43,""baseline.setUnitDebugText"":39,""baseline.toggleRepairWrench"":5,""baseline.unqueueFromProduction"":9,""candidate.activateSuperWeapon"":1,""candidate.orderUnits"":418,""candidate.pauseProduction"":14,""candidate.placeBuilding"":9,""candidate.queueForProduction"":44,""candidate.resumeProduction"":13,""candidate.setUnitDebugText"":65,""candidate.unqueueFromProduction"":16}}",""
"60","separated_lanes_v2","11726","{""sha256"":""801369e758799469f75e6061782ffc75aa21687ab4b884a6cae567c43c6dfb87"",""bySideAndMethod"":{""baseline.orderUnits"":531,""baseline.placeBuilding"":4,""baseline.queueForProduction"":39,""baseline.setUnitDebugText"":55,""baseline.unqueueFromProduction"":6,""candidate.orderUnits"":422,""candidate.pauseProduction"":4,""candidate.placeBuilding"":9,""candidate.queueForProduction"":49,""candidate.resumeProduction"":3,""candidate.setUnitDebugText"":66,""candidate.toggleRepairWrench"":14,""candidate.unqueueFromProduction"":20}}","{""kind"":""unified-intent-d1-telemetry-v1"",""complete"":true,""updates"":11726,""budgetMode"":""separated_lanes_v2"",""commandCeiling"":115,""commandCeilingEnforced"":true,""rollingUpdates"":900,""referenceCommandCeiling"":115,""referenceExceededUpdates"":0,""budgetDenialUpdates"":149,""budgetDeniedUnitIdOccurrences"":468,""budgetDeniedDebugCalls"":5,""maxRollingCommandCalls"":115,""maxPendingUnitIds"":8,""maxForwardedChunkSize"":5,""counters"":{""gameplayNonorderCalls"":99,""productionBatches"":75,""proposedCalls"":432,""proposedUnitIds"":864,""forwardedOrderCalls"":422,""forwardedUnitIds"":849,""sameUnitConflicts"":11,""duplicateSuppressions"":3,""invalidUnitIds"":1,""invalidTargets"":0,""invalidTiles"":0,""supersededPending"":11,""expiredPending"":0,""revokedPending"":0,""deferredUnitIds"":468,""pendingUnitIds"":468,""debugProposals"":71,""debugCoalesced"":0,""debugForwarded"":66,""debugDropped"":5},""telemetrySha256"":""0b451581e059e4c3986ce556124f1f84796f8a810bec2e2c11ab21fe376e365a""}"
"60","separated_lanes_unbounded_d1","10175","{""sha256"":""a3aafa5e923c207e05567f30971537b79dbd0d7a5dea92a17c36869c76da479d"",""bySideAndMethod"":{""baseline.orderUnits"":512,""baseline.placeBuilding"":4,""baseline.queueForProduction"":38,""baseline.setUnitDebugText"":54,""baseline.unqueueFromProduction"":6,""candidate.orderUnits"":443,""candidate.pauseProduction"":11,""candidate.placeBuilding"":8,""candidate.queueForProduction"":46,""candidate.resumeProduction"":10,""candidate.setUnitDebugText"":71,""candidate.toggleRepairWrench"":7,""candidate.unqueueFromProduction"":14}}","{""kind"":""unified-intent-d1-telemetry-v1"",""complete"":true,""updates"":10175,""budgetMode"":""separated_lanes_unbounded_d1"",""commandCeiling"":null,""commandCeilingEnforced"":false,""rollingUpdates"":900,""referenceCommandCeiling"":115,""referenceExceededUpdates"":852,""budgetDenialUpdates"":0,""budgetDeniedUnitIdOccurrences"":0,""budgetDeniedDebugCalls"":0,""maxRollingCommandCalls"":134,""maxPendingUnitIds"":0,""maxForwardedChunkSize"":5,""counters"":{""gameplayNonorderCalls"":96,""productionBatches"":73,""proposedCalls"":444,""proposedUnitIds"":894,""forwardedOrderCalls"":443,""forwardedUnitIds"":893,""sameUnitConflicts"":0,""duplicateSuppressions"":1,""invalidUnitIds"":0,""invalidTargets"":0,""invalidTiles"":0,""supersededPending"":0,""expiredPending"":0,""revokedPending"":0,""deferredUnitIds"":0,""pendingUnitIds"":0,""debugProposals"":71,""debugCoalesced"":0,""debugForwarded"":71,""debugDropped"":0},""telemetrySha256"":""82e812b6bfb3b32b833869f718937753b09205bdcf90e3e6aa97d4df52fe77d9""}"
"61","disabled","11556","{""sha256"":""088962ce004b2a61443781596e91c49d7e5c2c785a3a4e02d0334d1027a9fcd3"",""bySideAndMethod"":{""baseline.orderUnits"":612,""baseline.placeBuilding"":4,""baseline.queueForProduction"":39,""baseline.setUnitDebugText"":38,""baseline.unqueueFromProduction"":7,""candidate.orderUnits"":370,""candidate.pauseProduction"":7,""candidate.placeBuilding"":9,""candidate.queueForProduction"":41,""candidate.resumeProduction"":6,""candidate.setUnitDebugText"":64,""candidate.toggleRepairWrench"":13,""candidate.unqueueFromProduction"":12}}",""
"61","separated_lanes_v2","15460","{""sha256"":""4ca87295158950930fa37cc60e98ed166ea254bb57044844bb57d173079aa933"",""bySideAndMethod"":{""baseline.orderUnits"":708,""baseline.placeBuilding"":4,""baseline.queueForProduction"":43,""baseline.setUnitDebugText"":66,""baseline.unqueueFromProduction"":9,""candidate.orderUnits"":362,""candidate.pauseProduction"":8,""candidate.placeBuilding"":10,""candidate.queueForProduction"":47,""candidate.resumeProduction"":8,""candidate.setUnitDebugText"":54,""candidate.toggleRepairWrench"":10,""candidate.unqueueFromProduction"":17}}","{""kind"":""unified-intent-d1-telemetry-v1"",""complete"":true,""updates"":15460,""budgetMode"":""separated_lanes_v2"",""commandCeiling"":115,""commandCeilingEnforced"":true,""rollingUpdates"":900,""referenceCommandCeiling"":115,""referenceExceededUpdates"":0,""budgetDenialUpdates"":267,""budgetDeniedUnitIdOccurrences"":1153,""budgetDeniedDebugCalls"":5,""maxRollingCommandCalls"":115,""maxPendingUnitIds"":10,""maxForwardedChunkSize"":5,""counters"":{""gameplayNonorderCalls"":100,""productionBatches"":76,""proposedCalls"":390,""proposedUnitIds"":772,""forwardedOrderCalls"":362,""forwardedUnitIds"":731,""sameUnitConflicts"":35,""duplicateSuppressions"":5,""invalidUnitIds"":1,""invalidTargets"":0,""invalidTiles"":0,""supersededPending"":35,""expiredPending"":0,""revokedPending"":0,""deferredUnitIds"":1153,""pendingUnitIds"":1153,""debugProposals"":59,""debugCoalesced"":0,""debugForwarded"":54,""debugDropped"":5},""telemetrySha256"":""7b593efd0dab7259747599b88e3983d72e2e251065ed59faeb2a58857f8640e8""}"
"61","separated_lanes_unbounded_d1","11682","{""sha256"":""7c8d48eb771b720c54e12061b45d4b98ce513ea3780abde1c09b2d98ba651314"",""bySideAndMethod"":{""baseline.orderUnits"":469,""baseline.placeBuilding"":4,""baseline.queueForProduction"":37,""baseline.setUnitDebugText"":51,""baseline.unqueueFromProduction"":6,""candidate.orderUnits"":436,""candidate.pauseProduction"":11,""candidate.placeBuilding"":10,""candidate.queueForProduction"":53,""candidate.resumeProduction"":11,""candidate.setUnitDebugText"":57,""candidate.toggleRepairWrench"":7,""candidate.unqueueFromProduction"":22}}","{""kind"":""unified-intent-d1-telemetry-v1"",""complete"":true,""updates"":11682,""budgetMode"":""separated_lanes_unbounded_d1"",""commandCeiling"":null,""commandCeilingEnforced"":false,""rollingUpdates"":900,""referenceCommandCeiling"":115,""referenceExceededUpdates"":1008,""budgetDenialUpdates"":0,""budgetDeniedUnitIdOccurrences"":0,""budgetDeniedDebugCalls"":0,""maxRollingCommandCalls"":146,""maxPendingUnitIds"":0,""maxForwardedChunkSize"":6,""counters"":{""gameplayNonorderCalls"":114,""productionBatches"":89,""proposedCalls"":437,""proposedUnitIds"":856,""forwardedOrderCalls"":436,""forwardedUnitIds"":855,""sameUnitConflicts"":0,""duplicateSuppressions"":1,""invalidUnitIds"":0,""invalidTargets"":0,""invalidTiles"":0,""supersededPending"":0,""expiredPending"":0,""revokedPending"":0,""deferredUnitIds"":0,""pendingUnitIds"":0,""debugProposals"":57,""debugCoalesced"":0,""debugForwarded"":57,""debugDropped"":0},""telemetrySha256"":""da8523f82c6ac7c3c12b0f26ac99137d749e8d6f326863c0e0f9e395132be95c""}"
"62","disabled","24000","{""sha256"":""8eeccbc7fef3b60bc638f29edde21ef0bd7fc6be02aabe63ec6730a4230d4cfd"",""bySideAndMethod"":{""baseline.orderUnits"":1443,""baseline.placeBuilding"":6,""baseline.queueForProduction"":82,""baseline.setUnitDebugText"":129,""baseline.unqueueFromProduction"":19,""candidate.orderUnits"":546,""candidate.pauseProduction"":26,""candidate.placeBuilding"":14,""candidate.queueForProduction"":106,""candidate.resumeProduction"":24,""candidate.setUnitDebugText"":301,""candidate.toggleRepairWrench"":31,""candidate.unqueueFromProduction"":31}}",""
"62","separated_lanes_v2","13164","{""sha256"":""c2243a1872385816a00fa8815f0b8e162ead6d218fc45b1e576188c6fee089d0"",""bySideAndMethod"":{""baseline.orderUnits"":627,""baseline.placeBuilding"":6,""baseline.queueForProduction"":80,""baseline.setUnitDebugText"":109,""baseline.unqueueFromProduction"":10,""candidate.orderUnits"":396,""candidate.pauseProduction"":4,""candidate.placeBuilding"":9,""candidate.queueForProduction"":55,""candidate.resumeProduction"":3,""candidate.setUnitDebugText"":89,""candidate.toggleRepairWrench"":8,""candidate.unqueueFromProduction"":10}}","{""kind"":""unified-intent-d1-telemetry-v1"",""complete"":true,""updates"":13164,""budgetMode"":""separated_lanes_v2"",""commandCeiling"":115,""commandCeilingEnforced"":true,""rollingUpdates"":900,""referenceCommandCeiling"":115,""referenceExceededUpdates"":0,""budgetDenialUpdates"":627,""budgetDeniedUnitIdOccurrences"":2812,""budgetDeniedDebugCalls"":99,""maxRollingCommandCalls"":115,""maxPendingUnitIds"":17,""maxForwardedChunkSize"":12,""counters"":{""gameplayNonorderCalls"":89,""productionBatches"":69,""proposedCalls"":432,""proposedUnitIds"":1102,""forwardedOrderCalls"":396,""forwardedUnitIds"":1017,""sameUnitConflicts"":68,""duplicateSuppressions"":13,""invalidUnitIds"":0,""invalidTargets"":4,""invalidTiles"":0,""supersededPending"":68,""expiredPending"":0,""revokedPending"":0,""deferredUnitIds"":2812,""pendingUnitIds"":2812,""debugProposals"":188,""debugCoalesced"":0,""debugForwarded"":89,""debugDropped"":99},""telemetrySha256"":""a402f98031a46dcc3c88a66acb732b203967d7edeae4903cb974ab5ac6ec5d6b""}"
"62","separated_lanes_unbounded_d1","24000","{""sha256"":""251d2e7275850877ef2f82b1214fae9a7b20b2964e629da2dee65626b7f79ea8"",""bySideAndMethod"":{""baseline.orderUnits"":1443,""baseline.placeBuilding"":6,""baseline.queueForProduction"":82,""baseline.setUnitDebugText"":129,""baseline.unqueueFromProduction"":19,""candidate.orderUnits"":546,""candidate.pauseProduction"":26,""candidate.placeBuilding"":14,""candidate.queueForProduction"":106,""candidate.resumeProduction"":24,""candidate.setUnitDebugText"":301,""candidate.toggleRepairWrench"":31,""candidate.unqueueFromProduction"":31}}","{""kind"":""unified-intent-d1-telemetry-v1"",""complete"":true,""updates"":24000,""budgetMode"":""separated_lanes_unbounded_d1"",""commandCeiling"":null,""commandCeilingEnforced"":false,""rollingUpdates"":900,""referenceCommandCeiling"":115,""referenceExceededUpdates"":2352,""budgetDenialUpdates"":0,""budgetDeniedUnitIdOccurrences"":0,""budgetDeniedDebugCalls"":0,""maxRollingCommandCalls"":197,""maxPendingUnitIds"":0,""maxForwardedChunkSize"":11,""counters"":{""gameplayNonorderCalls"":232,""productionBatches"":169,""proposedCalls"":546,""proposedUnitIds"":1363,""forwardedOrderCalls"":546,""forwardedUnitIds"":1363,""sameUnitConflicts"":0,""duplicateSuppressions"":0,""invalidUnitIds"":0,""invalidTargets"":0,""invalidTiles"":0,""supersededPending"":0,""expiredPending"":0,""revokedPending"":0,""deferredUnitIds"":0,""pendingUnitIds"":0,""debugProposals"":301,""debugCoalesced"":0,""debugForwarded"":301,""debugDropped"":0},""telemetrySha256"":""4fcfa90fc29de81b41f7c8f46f55784f5a6e782c313f2b1b5bece1051c7ffda6""}"
"63","disabled","18831","{""sha256"":""3b25be36c4eb178894c11752ab61cdc3c1c846ee2a6c0c41121740c946bbc424"",""bySideAndMethod"":{""baseline.orderUnits"":899,""baseline.placeBuilding"":6,""baseline.queueForProduction"":76,""baseline.setUnitDebugText"":106,""baseline.unqueueFromProduction"":17,""candidate.orderUnits"":567,""candidate.pauseProduction"":22,""candidate.placeBuilding"":10,""candidate.queueForProduction"":81,""candidate.resumeProduction"":21,""candidate.setUnitDebugText"":242,""candidate.toggleRepairWrench"":7,""candidate.unqueueFromProduction"":19}}",""
"63","separated_lanes_v2","17510","{""sha256"":""ebab6c06dbf381b560e9a0782d3e1d4fa5a892695aaa97a7e05a40a24bcdf86b"",""bySideAndMethod"":{""baseline.orderUnits"":785,""baseline.placeBuilding"":6,""baseline.queueForProduction"":70,""baseline.setUnitDebugText"":93,""baseline.unqueueFromProduction"":18,""candidate.orderUnits"":484,""candidate.pauseProduction"":18,""candidate.placeBuilding"":10,""candidate.queueForProduction"":74,""candidate.resumeProduction"":17,""candidate.setUnitDebugText"":129,""candidate.toggleRepairWrench"":3,""candidate.unqueueFromProduction"":19}}","{""kind"":""unified-intent-d1-telemetry-v1"",""complete"":true,""updates"":17510,""budgetMode"":""separated_lanes_v2"",""commandCeiling"":115,""commandCeilingEnforced"":true,""rollingUpdates"":900,""referenceCommandCeiling"":115,""referenceExceededUpdates"":0,""budgetDenialUpdates"":627,""budgetDeniedUnitIdOccurrences"":2812,""budgetDeniedDebugCalls"":99,""maxRollingCommandCalls"":115,""maxPendingUnitIds"":17,""maxForwardedChunkSize"":12,""counters"":{""gameplayNonorderCalls"":141,""productionBatches"":117,""proposedCalls"":520,""proposedUnitIds"":1222,""forwardedOrderCalls"":484,""forwardedUnitIds"":1137,""sameUnitConflicts"":68,""duplicateSuppressions"":13,""invalidUnitIds"":0,""invalidTargets"":4,""invalidTiles"":0,""supersededPending"":68,""expiredPending"":0,""revokedPending"":0,""deferredUnitIds"":2812,""pendingUnitIds"":2812,""debugProposals"":228,""debugCoalesced"":0,""debugForwarded"":129,""debugDropped"":99},""telemetrySha256"":""515b8822e1dee015bc00821642f30b5d652206ab3eb838f236588a2029d01395""}"
"63","separated_lanes_unbounded_d1","18831","{""sha256"":""aa8ddc7f9f40074bd206c3f2689e5a1c470edc0b3e2f3799ed5e2451d99797e7"",""bySideAndMethod"":{""baseline.orderUnits"":899,""baseline.placeBuilding"":6,""baseline.queueForProduction"":76,""baseline.setUnitDebugText"":106,""baseline.unqueueFromProduction"":17,""candidate.orderUnits"":567,""candidate.pauseProduction"":22,""candidate.placeBuilding"":10,""candidate.queueForProduction"":81,""candidate.resumeProduction"":21,""candidate.setUnitDebugText"":242,""candidate.toggleRepairWrench"":7,""candidate.unqueueFromProduction"":19}}","{""kind"":""unified-intent-d1-telemetry-v1"",""complete"":true,""updates"":18831,""budgetMode"":""separated_lanes_unbounded_d1"",""commandCeiling"":null,""commandCeilingEnforced"":false,""rollingUpdates"":900,""referenceCommandCeiling"":115,""referenceExceededUpdates"":2796,""budgetDenialUpdates"":0,""budgetDeniedUnitIdOccurrences"":0,""budgetDeniedDebugCalls"":0,""maxRollingCommandCalls"":197,""maxPendingUnitIds"":0,""maxForwardedChunkSize"":12,""counters"":{""gameplayNonorderCalls"":160,""productionBatches"":130,""proposedCalls"":567,""proposedUnitIds"":1342,""forwardedOrderCalls"":567,""forwardedUnitIds"":1342,""sameUnitConflicts"":0,""duplicateSuppressions"":0,""invalidUnitIds"":0,""invalidTargets"":0,""invalidTiles"":0,""supersededPending"":0,""expiredPending"":0,""revokedPending"":0,""deferredUnitIds"":0,""pendingUnitIds"":0,""debugProposals"":242,""debugCoalesced"":0,""debugForwarded"":242,""debugDropped"":0},""telemetrySha256"":""e26d0938e8b209c54bd23e6a174a2120cfdaa64320e6087c58b7c579ff2b9f8c""}"
